de,en
"Unter Führung der Bundesarbeitsagentur sollen 49 Frauen und Männer, die bereits als Ungelernte in der Branche arbeiten, über drei Winter hinweg zu Fachkräften für Hotels und Gaststätten qualifiziert werden.","Under the management of the Federal Employment Agency, 49 men and women who are already working within the industry as untrained workers, will be trained as qualified hotel and restaurant staff over the course of three winters."
Als einziger Kandidat um die Nachfolge des aus Altersgründen nicht mehr kandidierenden Bürgermeisters Norbert Brugger steht bisher der 46-jährige Bankkaufmann und Betriebswirt Dieter Köpfler aus Löffingen fest.,"So far, the only candidate to succeed Mayor Norbert Brugger, who is no longer running on account of his age, is 46-year-old banker and business economist Dieter Köpfler from Löffingen."
"Den Gottesdienst begleitete am Vormittag die Gruppe Laudato-Si, am Nachmittag der Jugendchor The Spirit.","In the morning, the service was accompanied by the Laudato-Si Group, while the afternoon service featured 'The Spirit' youth choir."
"Die Gemeinde sei verpflichtet, das Kanalnetz so auszulegen, dass zwei- bis dreijährige Regenereignisse verkraftet werden könnten.",The town is obliged to design the canal network in such a way that it can withstand rainfall events every two to three years.
"Auf mexikanischer Seite liegt der Zugang in einem Gebäude, das 80 Meter von der Grenze entfernt ist.","On the Mexican side, the entrance is located in a building located 80 metres from the border."
"Die rund 15 000 Euro teure Ampelanlage selbst ist das ""modernste, was es derzeit auf dem Markt gibt"", erläuterte Arnold.","The traffic light system itself, which cost around EUR 15,000, is the ""most modern system that is currently available on the market,"" explained Arnold."
Unbekannte verletzen Mädchen durch Schuss aus Auto,Unknown attackers injure girl with shots fired from car
Die Ausarbeitungen werden in weiteren Sitzungen konkretisiert und in einer weiteren gemeinsamen Sitzung aller sechs Gremien im kommenden Frühjahr beschlossen.,The specific details will be confirmed in subsequent meetings and decided in an additional joint meeting of all six committees in the coming spring.
"Außerdem werden regelmäßig Container mit Material nach Afrika geschickt, so im März diesen Jahres medizinische Geräte, Medikamente, Verbandsmaterial, Krankenhausbetten und Brillen.","In addition, containers with materials are regularly sent to Africa, for example in March of this year when medical devices, medicines, bandaging material, hospital beds and spectacles were sent."
"Mit diesem zweiten Job finanziere er 60 % seiner gemeinnützigen Tätigkeit, so Bwelle; der Rest stamme aus privaten Spenden.","It's this second job, he said, that funds about 60% of his nonprofit; the rest is covered by private donations."
"Ohne die Unterstützung des einzigen anderen Herstellers großer moderner Jets sagen Experten, dass der Ruf nach einem neuen Branchenstandard vermutlich verpuffen werde, aber von der Welle von 777X-Verkäufen ablenken könnte.","Without the support of the only other maker of large modern jets, experts say its call for a new industry standard is unlikely to fly, but could distract from a wave of 777X sales."
"""Da Tiere mit Futtermitteln genährt werden, statt auf der Weide zu grasen, ist es fraglich, ob in dem Fleisch, das man in der Kühltruhe kauft, der Vitamin-B12-Anteil hoch ist"", findet Proctor.","""Because animals are fed on fodder instead of grazing, it is dubious whether the vitamin B12 content in meat sold in freezers is actually high,"" commented Proctor."
"Das andere große Problem ist verständlich: Eltern möchten einfach nicht, dass ihre sehr jungen Töchter die Periode haben.",The other big issue is understandable: Parents simply don't want their very young daughters having periods.
Der Börsenbetreiber Nasdaq OMX hält seine Kunden weiter in Atem.,Stock exchange operator Nasdaq OMX keeps its customers on tenterhooks.
Eine Blackbox im Auto?,A black box in your car?
Die Beleuchtung für den OP und die Desinfektionsausstattung wird vom Generator der Gruppe gespeist und so arbeiten Bwelle und seine Freiwilligen bis in die frühen Morgenstunden am Sonntag.,"With the group's generator lighting the operating room and sanitizing equipment, Bwelle and his volunteers work into the early hours of Sunday morning."
"Pamela Anderson ist der neueste Star, der seine Fans mit einem drastischen neuen Haarschnitt schockiert.",Pamela Anderson is the latest celebrity to shock fans with a dramatic new hairdo.
"Helfer können Eltern, Großeltern, Freunde, Vereine und natürlich die Erzieher und Kinder selbst sein.","Helpers can include parents, grandparents, friends, organisations and, of course, the teachers and children themselves."
"""Brotaufstriche sind sehr beliebt"", erklärt Ute Henkelmann, die Inhaberin des hiesigen Reformhauses, die eine Vielzahl spezieller Produkte für Veganer bereithält.","""Spreads are very popular,"" explained Ute Henkelmann the owner of the local health food store, which provides a host of special products for vegans."
Mit gängigen Melodien unterhielten Silvia Kimmich-Bantle und ihr Vater Karl Kimmich.,Silvia Kimmich-Bantle and her father Karl Kimmich entertained those in attendance with popular tunes.
Theoretisch ist das aber möglich.,"However, theoretically, it is possible."
In der Vergangenheit entschied der Papst alles allein.,In the past the Pope decided everything on his own.
Grundnahrungsmittel gibt es schließlich überall und jeder Supermarkt hat mittlerweile Sojamilch und andere Produkte.,"There are basic foodstuffs available everywhere, and every supermarket now has soya milk and other products."
Darüber hinaus muss der Gewinner selbst für viele fleißige Bauhelfer sorgen.,"Furthermore, the winner must provide a number of hard-working building helpers."
"Er unterstützte die Durchführung einer Studie im Jahr 2001 über Mädchen im Alter von sechs bis neun Jahren, die einen Zusammenhang zwischen Körperfett und dem Eintritt in die Pubertät herstellt.",He helped conduct a 2001 study of 6- to 9-year-old girls that links body fat to the timing of puberty.
Regionaldekan Georg Schmitt erläuterte anhand einer Präsentation die neu gefassten Richtlinien für Seelsorgeeinheiten in der Erzdiözese Freiburg.,Regional Dean Georg Schmitt explained the newly drawn-up guidelines for pastoral care units in the arch-diocese of Freiburg with the help of  a presentation.
"Drei Verdächtige wurden demnach festgenommen, acht Tonnen Marihuana sowie fast 150 Kilogramm Kokain beschlagnahmt.","Three suspects were detained in relation to the discovery, with eight tonnes of marijuana and almost 150 kilograms of cocaine seized."
Das erklärte Moore bei einer Pressekonferenz am Donnerstagnachmittag.,Moore said at a press conference Thursday afternoon.
"Bei der Konzeption der frühen Internetdienste stand im Vordergrund, Kommunikation möglich zu machen.","When designing the early Internet services, the focus lay on making communication possible."
"""Ich halte es für falsch, die ganzheitliche Ausbildung in der Musikhochschule Stuttgart aufzugeben"", sagte Özdemir den ""Stuttgarter Nachrichten"".","""I do not think it is right to abandon comprehensive training in the Stuttgart Music College,"" said Özdemir, speaking to the ""Stuttgarter Nachrichten""."
Platzkonzert bei hochsommerlichen Temperaturen,Open-air concert accompanied by high summer temperatures.
"Crossley-Holland, der Beowulf aus dem Angelsächsischen übersetzt hat und Autor des Penguin Book of Norse Myths und der British Folk Tales ist, erklärte: „Man kann bestimmte Absichten verfolgen, aber man sollte sie möglichst im Hintergrund halten.“","Crossley-Holland, who has translated Beowulf from Anglo-Saxon as well as writing the Penguin Book of Norse Myths and British Folk Tales, said: ""You may well have intentions but you do better to keep them well out of sight."""
"Wie ein Kripo-Beamter berichtete, konnten nach einer ersten Anzeige durch Telefonüberwachungsmaßnahmen mindestens vier weitere Fälle von ausbeuterischem Menschenhandel ermittelt werden.","As an official from the Criminal Investigation Department reported, following the first conviction achieved using telephone surveillance measures, at least four further cases of exploitative human trafficking could be identified."
"Das zweite von fünf Testflugzeugen werde voraussichtlich in den nächsten Wochen starten, die restlichen kurz danach, hieß es von Unternehmensseite.","The second of five test planes is expected to take flight in the coming weeks, with the remainder following shortly after, the company said."
Der Nutzen für die Gesellschaft aus diesen gewonnenen Erkenntnissen wird zunehmend klarer; gleichzeitig wurden die in Kauf genommenen Risiken sichtlich vermindert.,The benefits to society of this growing knowledge are becoming increasingly clear at the same time that claimed risks are being shown to have been mitigated.
"Nicht nur deshalb haben Reuben Proctor und Lars Thomsen ein Buch geschrieben: ""Veganissimo - Tierische Inhaltsstoffe und ihre Alternativen"" erklärt die vielen Inhaltsstoffe, die Nahrungs- aber auch Reinigungsmitteln beigesetzt werden.","Therefore, for this reason and others, Reuben Proctor and Lars Thomsen have written a book. ""Veganissimo - Tierische Inhaltsstoffe und ihre Alternativen"" (Veganissimo - Animal Ingredients and their Alternatives) explains the many ingredients hidden in both foodstuffs and cleaning agents."
Die schönsten Kaninchen verschiedener Rassen und Farbenschläge präsentiert die Kreisverbandsleistungsschau an diesem Wochenende im Bürgerhaus.,The most beautiful rabbits of various breeds and colourings will be presented at the District Exhibition this weekend in the community centre.
"Der sozial- und jugendpolitische Sprecher der FDP, Fritz Röhrenbeck, will hier nachhaken.","The FDP spokesperson for social and youth-related affairs, Fritz Röhrenbeck wants to dig deeper into this."
"Das ging den Musikern, die den Festakt umrahmten, genauso wie so manchem Redner.","This was the case for the musicians who accompanied the ceremony, as well as for a number of speakers."
Bayerns Basketballer trotz erster Niederlage optimistisch,Bavaria's basketball players optimistic in spite of first defeat.
Bei einem Unfall am Donnerstagabend ist ein 37-jähriger Pkw-Fahrer aus Aachen schwer verletzt worden.,A 37-year-old car driver from Aachen was seriously injured in an accident on Thursday evening.
"Statt Milch könne Soja-, Hafer-, Mandel- oder Reismilch zum Einsatz kommen.","Soya, oat, almond or rice milk can be used in place of milk."
