source,reference,hypothesis,chrf,bertscore_p,bertscore_r,bertscore_f1,glossary_hits,glossary_misses,capitalised_noun_count,separable_verb_count,error_category
"Dieses Jahr werden Amerikaner etwa 106 Millionen Dollar für Kürbisse ausgeben, so das US Census Bureau.","This year, Americans will spend around $106 million on pumpkins, according to the U.S. Census Bureau.","This year, Americans will spend about 106 million dollars on pumpkins, says the US Census Bureau.",66.87,0.9826,0.9801,0.9813,,,6,0,GOOD
"Offensichtlich weiß er von der zweiten, der Überwachung, anders kann es nicht sein.","Obviously he knows about the second, surveillance, he must do.","Obviously, he knows about the second, the surveillance, it can't be otherwise.",70.95,0.919,0.94,0.9294,,,1,0,GOOD
"Verkehrsministerin Baroness Kramer sagte, das Projekt „wird Großbritannien näher zusammenbringen“.","Transport minister Baroness Kramer said the project would ""bring the UK together.""","Minister of Transport Baroness Kramer said the project ""will bring Britain closer together"".",64.87,0.969,0.9721,0.9706,,,2,0,GOOD
Antizipation des Anschlags: So funktioniert auch Obamas Drohnen-Philosophie und -Praxis.,Anticipation of attack: This is also how Obama's drone philosophy and practices work.,Anticipation of the attack: This is how Obama's drone philosophy and practice works.,81.6,0.9808,0.9773,0.979,,,3,0,GOOD
"Es gibt keinen Beleg dafür, dass Hormone oder andere Chemikalien verantwortlich sind",There's no evidence that hormones or other chemicals are to blame,There is no evidence that hormones or other chemicals are responsible,80.17,0.9819,0.9726,0.9772,,,3,0,GOOD
"""Ich lehne die Menschen ja nicht ab, ich bin Teil dieser Gesellschaft"", möchte Proctor kein Enklavendasein fristen.","""I do not disapprove of people, I am part of this society,"" said Proctor, explaining that he was not choosing a life of isolation.","""I don't reject people, I'm part of this society,"" Proctor doesn't want to be enclaves.",35.42,0.9295,0.9282,0.9288,,,5,0,FLUENCY
"Die Ankündigung kam zu einer Zeit, als am Donnerstag Kämpfe in der Stadt Safira stattfanden, von der Experten sagen, dass es hier eine Produktionseinrichtung für Chemiewaffen sowie Lagerstätten gebe, wie die in Großbritannien ansässige Syrische Beobachtungsstelle für Menschenrechte mitteilte.","The announcement came as fighting raged Thursday in the town of Safira, which experts say is home to a chemical weapons production facility as well as storage sites, reported the Britain-based Syrian Observatory for Human Rights.","The announcement came at a time when fighting took place in the city of Safira on Thursday, where experts say that there is a chemical weapons production facility and deposits, as reported by the UK-based Syrian Human Rights Observatory.",61.68,0.9467,0.9421,0.9444,,,11,0,GOOD
"Nass wurde deshalb auch der FC-Vorsitzende Albrecht Schlenker, der von der Erfüllung eines Traums sprach.","Thus, FC Chairman Albrecht Schlenker, who spoke of the fulfilment of a dream, also got fairly wet.","That's why the FC chairman Albrecht Schlenker, who spoke of the fulfillment of a dream, was also wet.",72.4,0.9602,0.9642,0.9622,,,3,0,GOOD
"Und mit einem Event spreche ich immer nur die an, die sich auch für das spezielle Event interessieren.","And with an event, I am always only appealing to those who have expressed an interest in the special event.","And with an event, I only talk to those who are also interested in the special event.",56.64,0.9606,0.9491,0.9548,,,2,0,GOOD
"Ulrich Hackenberk, Vorstandsmitglied bei Autohersteller Audi, sagt, dass es seit Jahren zur Standardpraxis gehöre, vor einem Vorstandstreffen die Handys einzusammeln, damit sie nicht als Abhörgeräte verwendet werden können.","Ulrich Hackenberg, board member at carmaker Audi, says it has been standard practice for years for mobile phones to be collected before board meetings so they cannot be used as remote listening devices.","Ulrich Hackenberk, member of the Board of Directors of Audi, says that it has been a standard practice for years to collect mobile phones before a board meeting so that they cannot be used as listening devices.",68.38,0.9579,0.9679,0.9629,,,7,0,GOOD
Bisher wurde den Rheinländern die Lizenz aber zweimal verweigert.,"However, the Rhineland team have already been refused the licence twice.","Until now, however, the Rheinlanders have been denied the licence twice.",53.05,0.9267,0.9488,0.9376,,,2,0,GOOD
"Die Verwaltung hatte die Umbaupläne der Bahn vom Ingenieurbüro Breinlinger untersuchen lassen, da sie Zweifel daran hatte, ob der geplante Anschluss des Geroltzhäuser Wegs dann noch ohne weiteres möglich sei.","The Administrative Department had Deutsche Bahn's reconstruction plans investigated by the Breinlinger Engineering Office, as they had doubts as to whether the planned connection of the Geroltzhäuser Weg will be straightforward.","The administration had examined the railway's conversion plans by the engineering office Breinlinger, because she had doubts as to whether the planned connection of the Geroltzhäuser Weg was possible.",57.67,0.9515,0.9454,0.9485,,,8,0,GOOD
"Papst Franziskus werde am 22. Februar erstmals neue Kardinäle der katholischen Kirche berufen, wie der Vatikan am Donnerstag bekannt gab.","Pope Francis will create new cardinals of the Catholic Church for his first time on February 22, the Vatican announced Thursday.","Pope Francis will be appointed new Cardinals of the Catholic Church for the first time on 22 February, as the Vatican announced on Thursday.",74.52,0.968,0.9658,0.9669,,,5,0,GOOD
"Im Jahr 2010 fanden Behörden eine knapp 640 Meter lange Passage mit Schienen, die von einer Küche in einem Wohnhaus in Tijuana zu zwei Lagerhäusern in San Diego verlief.","In 2010, authorities found a roughly 700-yard passage equipped with rail tracks that extended from the kitchen of a Tijuana home to two San Diego warehouses.","In 2010, authorities found a nearly 640 metre long passage with rails running from a kitchen in a residence in Tijuana to two warehouses in San Diego.",50.2,0.9554,0.954,0.9547,,,8,0,GOOD
"Ferne Planeten, Gravitationswellen oder schwarze Löcher - Experten der europäischen Raumfahrtagentur müssen sich jetzt auf zwei Großprojekte einigen, die sie in den nächsten Jahren starten wollen.","Distant planets, gravitational waves or black holes - experts from the European Space Agency must now agree on two major projects that are to be launched in the coming years.","Far-off planets, gravitational waves or black holes - experts from the European Space Agency now have to agree on two major projects that they want to launch in the next few years.",75.49,0.9672,0.977,0.9721,,,7,0,GOOD
"Deutschland ist die erste europäische Nation, in der ein drittes Geschlecht für Kinder anerkannt ist, die mit nicht eindeutigen Genitalien geboren wurden.",Germany became the first European nation to recognize a third gender for babies born with ambiguous genitalia.,Germany is the first European nation in which a third sex is recognized for children born with inconclusive genitalia.,54.38,0.9579,0.9711,0.9645,,,4,0,GOOD
"Darüber hinaus diene die Strecke als Umleitungfür diejenigen Fahrzeuge, die den Tunnel nicht benutzen dürfen, wenn die Hauptstraße gesperrt ist, argumentierte Haas.","Furthermore, when the Hauptstrasse is blocked, the route would also serve as a bypass for those vehicles that are not permitted to use the tunnel, argued Haas.","In addition, Haas argued that the route serves as a diversion for those vehicles that are not allowed to use the tunnel when the main road is closed.",48.75,0.9561,0.9424,0.9492,,,5,0,GOOD
An diesem Festwochenende ist außerdem noch das Kirchen-Hausener Kirchenfest.,The Kirchen-Hausen Kirchenfest festival will also be held on this celebratory weekend.,On this festive weekend is also the Kirchen-Hausener Kirchenfest.,50.66,0.9543,0.9517,0.953,,,3,0,GOOD
Bei einigen der Wagen kann es einen Defekt im Mechanismus für das Zurückstellen der Vordersitzlehne geben.,"On some of the trucks, the front seats may have a defect in the reclining mechanism.",In some of the cars there may be a defect in the mechanism for resetting the front seat back.,58.17,0.9488,0.9576,0.9532,,,5,0,GOOD
Zu uns kommen Kunden aus jeder sozialen Schicht.,We see customers from all walks of life.,Customers from every social class come to us.,37.34,0.9269,0.9298,0.9284,,,2,0,FLUENCY
"Passagiere werden aufgefordert, Smartphones, Tablets und andere Geräte in den Flugmodus zu versetzen.","Passengers will be told to switch their smartphones, tablets and other devices to airplane mode.","Passengers are asked to put smartphones, tablets and other devices into flight mode.",58.44,0.9667,0.9632,0.9649,,,5,0,GOOD
"Seine Mutter, Donna, 30, sagte: „Fenton und Toffee sind ein großartiges Gespann.“","His mother Donna, 30, said: ""Fenton and Toffee are a great double act.""","His mother, Donna, 30, said: ""Fenton and Toffee are a great team.",78.8,0.9786,0.974,0.9763,,,4,0,GOOD
"Konkrete Planungen wurden vor zwei Jahren aufgenommen, als der FC die Schabelstube in Erbpacht übernahm, eine Kostenbeteiligung von 100 000 Euro für den Bau des Platzes zusagte und das Land Fördermittel von 104 000 Euro billigte.","Specific plans were drawn up two years ago, when the FC inherited the Schabelstube in leasehold, promised a contribution of EUR 100,000 for the construction of the pitch and the state approved a subsidy of EUR 104,000.","Concrete plans were made two years ago when the FC took over the Schabelstube in Erblascht, agreed to a cost contribution of 100 000 euros for the construction of the square and approved the country's funding of 104 000 euros.",50.71,0.925,0.9376,0.9313,,,12,0,GOOD
"Bürgermeister Thomas Haas widersprach: Der Bahnübergang ""Hirschen"" werde regelmäßig für Langholztransporte genutzt.","Mayor Thomas Haas retorted: The ""Hirschen"" railway crossing is used regularly for the transportation of long logs.","Mayor Thomas Haas objected: The railway crossing ""Hirschen"" is regularly used for long timber transports.",60.26,0.9681,0.9658,0.967,,,4,0,GOOD
Zu den Verfechtern einer Lockerung der Einschränkungen für die Gerätenutzung durch Passagiere zählt Amazon.com.,Among those pressing for a relaxation of restrictions on passengers' use of the devices has been Amazon.com.,Amazon.com is one of the advocates of easing the restrictions on the use of equipment by passengers.,45.69,0.9488,0.9443,0.9465,,,5,0,GOOD
"Fluggesellschaften begannen 2008 damit, für das erste und zweite aufgegebene Gepäckstück Gebühren zu verlangen.",Airlines began charging for the first and second checked bags in 2008.,Airlines began to charge fees for the first and second checked baggage in 2008.,77.99,0.9821,0.9892,0.9856,,,3,0,GOOD
Nicht zuletzt auch durch die Hochschule.,Not least through university customers.,Not least through the university.,64.97,0.9791,0.956,0.9674,,,1,0,GOOD
"Sie wollen herausfinden, welche Rolle der Riesenplanet bei der Entwicklung des Sonnensystems gespielt hat.",They want to find our what role the giant planet has played in the development of the solar system.,They want to find out what role the giant planet has played in the development of the solar system.,95.49,0.9858,0.9781,0.9819,,,4,0,GOOD
"Ich hatte den Eindruck, eine zweite Amtszeit für Obama, frei vom Druck künftiger Wahlen, würde die Hoffnung erfüllen, von der wir schon so lange gehört hatten.","I felt that a second term for Obama, free from the pressures of future elections, would fulfill the hope that we had heard of for so long.","I had the impression that a second term for Obama, free from the pressure of future elections, would fulfil the hope we had heard of for so long.",84.36,0.9848,0.9864,0.9856,,,6,0,GOOD
Die Sonde soll 2017 starten und Oberfläche und Aktivität der Sonne genau beobachten.,The probe is to be launched in 2017 and will closely observe the surface and activity of the sun.,The probe will start in 2017 and closely observe the surface and activity of the sun.,74.55,0.9842,0.9775,0.9809,,,4,0,GOOD
